OBJECTID_1,AREA_NAME,HOOD_ID,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,POPULATION_2023,Shape__Area,Shape__Length
11,East Willowdale,152,43,34,53,47,46,52,40,53,58,48,271.9109802,213.0592804,328.6210327,284.8312073,271.5947266,300.3870239,227.9981689,299.8415833,322.688324,262.5102539,17,19,32,14,14,30,23,45,44,86,107.4996872,119.0625381,198.4127045,84.84334564,82.65926361,173.3002167,131.0989532,254.582489,244.7980347,470.3308716,7,9,15,6,1,4,16,12,8,10,44.26457596,56.39804459,93.00595093,36.36143112,5.904233456,23.10669518,91.19927216,67.88866425,43.75170905,54.68963623,69,58,54,73,56,54,36,26,40,73,436.3222351,363.454071,334.8214417,442.3974304,330.6370544,311.9403992,205.1983643,147.0921021,222.5436707,399.2343445,,,,,,,,,,,,,,,,,,,,,14,19,14,30,32,23,18,9,12,17,88.52915192,119.0625381,86.80555725,181.8071594,188.9354706,132.8634949,102.5991821,50.91649628,66.76309967,92.97238159,1,0,0,0,1,2,2,1,2,1,6.323510647,0,0,0,5.904233456,11.55334759,11.39990902,5.657388687,11.12718391,5.468963623,25,20,35,36,37,45,48,53,65,75,158.0877686,125.3289871,217.0138855,218.1685944,218.4566345,259.9503174,273.5978088,299.8415833,355.482636,410.1722717,3,4,3,6,3,9,4,5,13,14,18.97053337,25.06579781,18.60119057,36.36143112,17.71269989,51.99006271,22.79981804,28.28694344,72.32669067,76.56549072,18285,3513794.26660156,7758.01613004612
12,Yonge-Doris,151,69,71,78,85,86,81,64,77,83,104,320.1856079,328.5364075,359.1490784,385.6099548,384.1000366,357.5211792,281.0839233,338.3425598,361.718811,447.619873,7,5,4,10,19,29,22,39,44,47,32.48259735,23.13636589,18.41790199,45.36587524,84.85931396,128.0014191,96.62260437,171.3683167,191.7545471,202.2897491,12,15,18,9,13,12,26,14,28,17,55.68445587,69.40909576,82.88056183,40.82928848,58.06163406,52.9661026,114.1903458,61.51683044,120.5130412,73.16863251,8,8,12,10,7,22,27,19,17,16,37.12297058,37.01818466,55.25370789,45.36587524,31.26395798,97.10452271,118.582283,83.48712921,74.08699036,68.86459351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.304037094,7,11,25,14,26,19,12,29,7,14,32.48259735,50.90000534,115.1118851,63.5122261,116.1232681,83.86299133,52.70323563,127.4277191,30.50640678,60.25651932,,,,,,,,,,,,,,,,,,,,,14,11,17,22,24,75,88,81,73,143,64.9651947,50.90000534,78.2760849,99.80492401,107.190712,331.038147,386.4904175,355.9187927,314.1947146,615.4772949,4,5,5,7,6,15,10,9,14,18,18.56148529,23.13636589,23.02237701,31.75611305,26.79767799,66.20762634,43.91936493,39.54653168,61.01281357,77.47267151,23234,471717.027099609,4845.44808882912
13,Fenside-Parkwoods,150,106,101,120,96,90,104,112,84,103,130,494.264679,472.8907166,562.9309692,444.0127563,409.9107361,467.7310486,501.0961609,375.956665,457.4524841,567.4625854,19,16,17,29,10,21,21,33,37,40,88.59461212,74.91338348,79.74855804,134.1288605,45.54563522,94.44569397,93.95552826,147.6972656,164.3275909,174.6038666,1,4,8,8,2,4,2,5,3,7,4.662874222,18.72834587,37.5287323,37.0010643,9.109127045,17.98965645,8.948145866,22.3783741,13.09529006,30.55567741,45,35,24,31,44,34,24,20,11,20,209.8293457,163.8730164,112.5861969,143.3791199,200.4008026,152.9120789,107.3777466,89.5134964,48.85414886,87.30193329,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4.554563522,4.497414112,0,4.475674629,0,4.365096569,5,17,22,28,16,24,5,8,9,14,23.31437111,79.59546661,103.2040176,129.5037231,72.87301636,107.9379349,22.37036324,35.80539703,39.97157669,61.11135483,0,2,2,5,1,1,3,2,3,1,0,9.364172935,9.382183075,23.12566566,4.554563522,4.497414112,13.42221832,8.951349258,13.32385826,4.365096569,55,53,44,53,24,74,49,45,59,38,256.4580688,248.1505737,206.4080353,245.1320496,109.3095245,332.8086243,219.2295685,201.405365,257.5407045,165.8736725,5,3,2,5,3,2,1,4,2,7,23.31437111,14.04625893,9.382183075,23.12566566,13.66369057,8.994828224,4.474072933,17.90269852,8.882572174,30.55567741,22909,3315516.42041016,10299.715289467
14,Parkwoods-O'Connor Hills,149,46,45,49,57,46,56,37,51,62,96,318.4933777,311.8935547,339.1238098,391.3491211,312.6911926,377.8167725,249.8818054,346.750061,420.5670776,649.1749878,16,18,10,17,9,8,23,20,37,55,110.7803116,124.7574158,69.2089386,116.7181625,61.17871094,53.97382355,155.3319397,135.980423,250.9835815,371.9231873,1,1,1,9,4,2,2,3,0,2,6.923769474,6.930967331,6.920894146,61.79196548,27.19053841,13.49345589,13.5071249,20.3970623,0,13.52447891,25,26,22,35,34,34,24,17,18,35,173.0942383,180.2051544,152.2596741,240.3020935,231.1195679,229.3887482,162.085495,115.5833588,122.1001205,236.6783905,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,6.75356245,0,0,,7,1,11,18,5,10,4,15,7,6,48.46638489,6.930967331,76.12983704,123.583931,33.98817062,67.46727753,27.0142498,101.9853134,47.48337936,40.57343674,1,0,1,2,0,0,2,2,2,2,6.923769474,0,6.920894146,13.73154831,0,0,13.5071249,13.59804153,13.56667995,13.52447891,37,43,44,50,32,29,36,29,28,27,256.1794739,298.0316162,304.5193481,343.2886963,217.5243073,195.6551056,243.1282501,197.1716003,189.3427103,182.5804749,1,3,1,5,4,3,1,1,1,7,6.923769474,20.79290199,6.920894146,34.32886887,27.19053841,20.24018288,6.75356245,6.799020767,6.783339977,47.3356781,14788,4146976.81201172,11283.2781025206
15,East L'Amoreaux,148,59,90,83,86,75,92,104,79,77,83,259.6716614,399.928894,371.6473389,379.5736389,325.3090515,393.9367981,443.0056152,336.6286011,325.3750305,346.0063477,7,8,13,11,13,13,14,19,45,53,30.8085022,35.5492363,58.20982361,48.55011749,56.38690186,55.66498184,59.63537216,80.96131134,190.1542358,220.9438019,0,2,2,2,4,2,1,2,3,7,0,8.887309074,8.955357552,8.82729435,17.34981537,8.563843727,4.259669304,8.5222435,12.50625313,29.18125725,35,50,20,33,35,40,23,14,24,26,154.042511,222.182724,89.55357361,145.6503448,151.8108826,171.2768707,97.97239685,59.65570068,101.415596,108.3875275,0,0,1,0,0,0,0,0,0,,0,0,4.477678776,0,0,0,0,0,0,,31,16,17,15,21,45,11,7,7,10,136.4376526,71.0984726,76.1205368,66.20470428,91.08653259,192.6864777,46.8563652,29.82785034,29.57954788,41.68751144,1,1,2,1,1,3,3,2,2,4,4.4012146,4.443654537,8.955357552,4.413647175,4.337453842,12.84576511,12.77900791,8.5222435,8.451299667,16.67500496,44,32,28,26,34,26,34,17,35,40,193.6534424,142.1969452,125.3750076,114.7548218,147.4734344,111.3299637,144.8287659,72.43906403,145.9062865,166.7500458,3,7,2,3,6,2,2,4,11,6,13.2036438,31.10558128,8.955357552,13.24094105,26.02472305,8.563843727,8.519338608,17.044487,46.48214722,25.01250648,23988,3694316.38647461,8619.11862856782
16,L'Amoreaux West,147,68,73,93,100,88,107,82,101,95,118,299.8500671,324.2715149,414.9562683,439.270813,379.5230103,454.6033936,345.8018799,425.173645,396.0478516,484.1224365,11,12,15,14,19,26,20,18,29,63,48.50515747,53.30490494,66.92842865,61.49791336,81.94246674,110.4643784,84.34191895,75.77352142,120.898819,258.4721375,2,1,5,7,7,6,5,7,3,8,8.819119453,4.442075253,22.30947685,30.74895668,30.18933105,25.49177933,21.08547974,29.46747971,12.30819726,32.82185745,33,34,30,40,41,46,25,17,17,27,145.5154724,151.0305634,133.8568573,175.7083282,176.8232269,195.4369659,105.4274063,71.56388092,70.87171936,110.7737732,1,0,1,1,0,0,3,0,1,1,4.409559727,0,4.461895466,4.392708302,0,0,12.65128803,0,4.168924809,4.102732182,24,22,22,27,22,20,16,8,10,19,105.8294373,97.7256546,98.16169739,118.6031189,94.88075256,84.97259521,67.47354126,33.67712021,41.68924713,77.95191956,1,3,5,11,6,6,8,3,4,1,4.409559727,13.32622623,22.30947685,48.31978989,25.87656784,25.49177933,33.73677063,12.62892056,16.67569923,4.102732182,35,35,24,32,32,32,39,37,49,47,154.3345947,155.472641,107.0854874,140.5666656,138.0083618,135.9561615,164.4667511,155.7566833,201.0338886,192.8284302,1,2,2,3,3,,3,3,5,1,4.409559727,8.884150505,8.923790932,13.17812443,12.93828392,,12.65128803,12.62892056,20.84462357,4.102732182,24374,3460788.24389648,8739.66543079542
17,Malvern East,146,141,193,173,180,177,217,167,142,129,145,518.2680054,717.5254517,649.2288208,668.0274658,647.4030762,784.8952637,602.5617676,513.5438232,463.6785278,516.0509644,18,13,18,27,35,40,42,43,45,64,66.16187286,48.33073044,67.54981995,100.2041168,128.0175629,144.6811523,151.5424805,155.5097504,161.7483215,227.7742157,5,4,5,3,2,2,3,7,1,6,18.37829971,14.87099457,18.76383781,11.13379097,7.315289021,7.234057903,10.82446289,25.31554031,3.558972169,21.35383224,29,22,41,23,33,15,14,20,16,33,106.5941315,81.79046631,153.8634796,85.35906219,120.7022705,54.25543594,50.51416016,72.33011627,57.51051331,117.4460831,0,0,4,2,1,0,1,1,1,,0,0,15.01107025,7.422527313,3.65764451,0,3.608154535,3.616505623,3.594407082,,24,28,31,34,32,23,17,22,18,20,88.21583557,104.096962,116.3358002,126.1829681,117.0446243,83.19166565,61.33862686,79.56312561,64.69932556,71.17944336,2,4,9,6,7,5,10,4,5,3,7.35131979,14.87099457,33.77490997,22.26758194,25.60351181,18.08514404,36.08154297,14.46602249,17.97203636,10.67691612,29,20,27,52,26,36,61,26,72,53,106.5941315,74.35497284,101.3247299,192.9857178,95.09875488,130.2130432,220.0974274,94.02915192,256.2459962,188.6255188,6,1,2,3,5,3,4,2,8,,22.05395889,3.717748642,7.505535126,11.13379097,18.28822327,10.85108662,14.43261814,7.233011246,28.75525665,,28098,4832296.86474609,12117.7805678935
18,Malvern West,145,78,90,107,111,101,119,72,89,85,93,417.3131409,485.0967407,579.8829346,595.3338623,534.1089478,622.2872925,375.4693298,465.5542297,442.2706604,479.0851135,7,18,18,30,27,38,24,22,55,55,37.4511795,97.01934814,97.55039978,160.9010468,142.781601,198.7135925,125.1564484,115.0808182,286.1751404,283.329895,2,3,3,4,2,5,4,1,3,2,10.70033741,16.16989136,16.25839996,21.45347214,10.57641506,26.14652443,20.85940742,5.230946064,15.45435813,10.30290508,34,21,24,12,31,29,11,14,8,16,181.9057312,113.1892395,130.0671997,64.36042023,163.934433,151.6498413,57.36336899,73.23324585,41.62547302,82.42324066,0,0,0,0,2,1,0,2,0,,0,0,0,0,10.57641506,5.22930479,0,10.46189213,0,,15,20,32,31,21,25,7,20,13,14,80.25252533,107.7992783,173.4229279,166.2644196,111.0523529,130.7326202,36.50396347,104.618927,67.64139557,72.12033844,2,3,1,2,4,8,5,6,2,3,10.70033741,16.16989136,5.419466496,10.72673607,21.15283012,41.83443832,26.0742588,31.38567734,10.40636826,15.4543581,39,32,38,41,42,45,31,24,32,47,208.6565704,172.4788513,205.939743,219.8981018,222.1047058,235.3187256,161.6604156,125.5427094,164.8464867,242.1182709,4,3,6,4,11,6,2,2,3,2,21.40067482,16.16989136,32.51679993,21.45347214,58.17028046,31.3758297,10.42970371,10.46189213,15.60955334,10.30290508,19412,4029796.08544922,9154.55328825327
19,Morningside Heights,144,103,121,90,105,110,113,82,86,101,119,389.2373962,457.9863892,340.2518005,392.3766785,404.4266357,410.9090881,297.1983643,312.2617188,364.134552,422.4801941,31,24,16,25,47,57,43,76,128,153,117.1491165,90.840271,60.48920822,93.42301941,172.8004761,207.2727203,155.8479156,275.9522095,461.4774475,543.1888428,3,3,1,1,2,1,0,4,2,1,11.33701134,11.35503387,3.780575514,3.736920834,7.353211403,3.636363745,0,14.52380085,7.100507686,3.550253868,40,40,42,30,45,36,19,25,24,33,151.1601563,151.4004517,158.7841644,112.1076202,165.4472656,130.9090881,68.86303711,90.77375793,86.52702332,117.1583786,1,0,0,4,0,0,0,2,0,,3.779003859,0,0,14.94768333,0,0,0,7.261900425,0,,15,27,26,24,18,12,18,12,27,23,56.68505859,102.1953049,98.29496002,89.68609619,66.17890167,43.63636398,65.23866272,43.5714035,97.34290314,81.65583801,2,5,5,8,2,3,4,3,2,8,7.558007717,18.92505646,18.90287781,29.89536667,7.353211403,10.909091,14.49748135,10.89285088,7.210585117,28.40203094,43,41,40,67,52,47,76,56,55,70,162.4971619,155.1854706,151.2230225,250.3736877,191.1835022,170.9090881,275.4521484,203.3332062,195.2639614,248.5177765,7,6,11,7,11,9,7,7,14,16,26.45302773,22.71006775,41.58633041,26.15844536,40.4426651,32.72727203,25.37059212,25.41665077,50.47409439,56.80406189,28167,28954808.4042969,24951.3249377008
20,West Rouge,143,84,60,61,90,86,75,66,66,62,70,399.4293823,285.6598816,290.3379211,422.773407,397.6143188,342.2625732,299.8500671,299.9182129,279.7202759,312.5558167,30,29,7,8,14,32,20,38,67,99,142.6533508,138.0689392,33.31746674,37.57985687,64.7279129,146.0320282,90.86366272,172.6801758,302.2783813,442.0432129,7,4,12,7,20,8,7,3,4,4,33.28578186,19.04399109,57.11565781,32.88237381,92.46844482,36.50800705,31.80228043,13.63264561,17.8603322,17.86033249,36,33,34,41,36,23,19,22,22,26,171.184021,157.1129303,161.8276978,192.5967712,166.4432068,104.9605255,86.32047272,99.97273254,99.25558472,116.0921631,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4.54318285,4.544215202,0,4.465083122,12,9,9,20,14,23,26,7,14,22,57.06134033,42.84897995,42.83674622,93.949646,64.7279129,104.9605255,118.122757,31.80950737,63.16264343,98.23182678,0,1,1,0,1,3,2,6,3,3,0,4.760997772,4.759638309,0,4.623422146,13.69050312,9.0863657,27.26529121,13.53485203,13.39524937,66,30,41,65,56,40,53,31,57,47,313.8373718,142.8299408,195.1451721,305.3363342,258.9116516,182.5400391,240.7886963,140.8706665,254.5097339,209.858902,3,2,3,5,5,4,3,4,4,4,14.26533508,9.521995544,14.27891445,23.4874115,23.11711121,18.25400352,13.62954903,18.17686081,18.04646873,17.86033249,22396,8582951.7434082,19556.4293993429
21,Woburn North,142,148,170,173,178,177,210,181,178,183,186,530.6942139,610.8955078,622.1455078,631.8554688,619.4225464,726.5430298,623.2352905,614.725769,627.3568726,630.5084839,26,16,22,22,24,40,63,56,107,103,93.23006439,57.49604797,79.11676788,78.09449768,83.98950195,138.3891449,216.9272156,193.3968811,366.8152161,349.1525574,5,3,2,8,5,4,0,4,9,13,17.9288578,10.780509,7.192433357,28.39799881,17.49781227,13.83891487,0,13.81406307,30.50847458,44.0677948,65,88,42,38,61,60,25,28,35,44,233.0751648,316.2282715,151.0411072,134.8904877,213.4733124,207.583725,86.08222198,96.69844055,119.98629,149.1525421,1,0,0,0,0,0,1,0,2,2,3.585771561,0,0,0,0,0,3.443289042,0,6.856359482,6.779661179,42,38,33,52,36,19,26,10,23,22,150.602417,136.5531158,118.6751556,184.5869904,125.9842529,65.73484802,89.5255127,34.53515625,78.84812927,74.57627106,1,3,2,4,4,2,2,7,7,4,3.585771561,10.780509,7.192433357,14.1989994,13.99825001,6.919457436,6.886578083,24.17461014,23.99725723,13.55932236,61,59,55,67,81,99,80,78,104,92,218.7320709,212.0166779,197.7919159,237.8332367,283.4645691,342.5131531,275.4631348,269.3742371,352.5423729,311.8644104,8,8,9,13,10,4,13,8,12,9,28.68617249,28.74802399,32.36595154,46.14674759,34.99562454,13.83891487,44.76275635,27.62812614,41.13815689,30.50847435,29500,6299193.6628418,13078.7346420878
22,Golfdale-Cedarbrae-Woburn,141,207,227,195,228,200,226,168,185,198,193,765.5042114,842.7696533,725.3924561,836.758667,722.2041626,806.0202026,596.3579712,656.9135742,698.3880615,673.6239624,22,19,10,26,35,21,37,50,75,78,81.35794067,70.54019165,37.19961166,95.41984558,126.3857269,74.89568329,131.340744,177.5442047,264.5409241,272.2418213,7,4,15,10,3,2,3,2,2,8,25.88661575,14.85056591,55.7994194,36.69993973,10.83306217,7.132922173,10.64924908,7.101768494,6.980559143,27.9222374,55,58,38,48,38,40,40,27,29,24,203.3948517,215.3332062,141.3585358,176.1597137,137.2187958,142.6584473,141.9899902,95.87387085,102.2891617,83.76670837,2,3,1,0,0,0,1,2,1,1,7.396176338,11.13792419,3.719961405,0,0,0,3.549749851,7.101768494,3.527212381,3.490279675,43,53,38,74,41,47,28,21,16,32,159.0177917,196.7700043,141.3585358,271.5795593,148.0518494,167.6236725,99.39299011,74.56856537,56.4353981,111.6889496,1,3,2,3,8,11,12,13,7,3,3.698088169,11.13792419,7.43992281,11.00998211,28.88816643,39.23107147,42.59699631,46.16149521,24.69048691,10.47083855,36,56,49,48,68,62,64,61,105,76,133.1311646,207.9079285,182.2781067,176.1597137,245.5494232,221.120575,227.1839905,216.6039276,366.479355,265.261261,3,5,5,10,4,4,4,5,7,9,11.09426403,18.56320763,18.59980583,36.69993973,14.44408321,14.26584435,14.1989994,17.75442123,24.69048691,31.41251564,28651,6035001.79516602,13482.5565275689
23,Guildwood,140,51,39,44,44,47,30,37,36,37,56,515.2556152,394.5770874,444.8488464,440,463.9684143,293.1118774,360.4832458,351.8373718,360.0272522,542.0054321,2,,4,5,2,3,11,13,9,23,20.20610237,,40.44080353,50,19.74333572,29.31118774,107.1706924,127.0523834,87.57419586,222.609375,3,2,6,2,1,2,4,0,2,2,30.3091526,20.23472214,60.66120529,20,9.871667862,19.54079056,38.97116089,0,19.35733643,19.35733604,13,20,18,10,16,10,3,7,6,9,131.3396606,202.347229,181.9836273,100,157.9466858,97.7039566,29.22837067,68.41281891,58.38279724,87.10801697,0,0,0,0,0,1,0,2,0,,0,0,0,0,0,9.770395279,0,19.54652023,0,,16,6,8,10,5,7,3,4,6,1,161.648819,60.70417023,80.88160706,100,49.35834122,68.39276886,29.22837067,39.09304047,58.38279724,9.678668022,0,0,0,0,2,0,1,0,1,,0,0,0,0,19.74333572,0,9.742790222,0,9.730465889,,23,59,31,40,28,28,34,33,52,29,232.3701782,596.9243164,313.4162292,400,276.4067078,273.5710754,331.2548828,322.5175781,503.2907472,280.681366,1,2,1,4,1,1,1,,2,4,10.10305119,20.23472214,10.11020088,40,9.871667862,9.770395279,9.742790222,,19.46093178,38.71467209,10332,3806075.71142578,9795.21470783135
24,Scarborough Village,139,161,152,191,149,179,174,180,120,156,153,948.0068359,897.3905029,1127.841797,870.4796143,1033.069824,994.9110718,1027.221313,687.1278076,889.8015137,863.7723999,20,15,9,21,20,20,23,26,25,46,117.7648239,88.55827332,53.14437485,122.685051,115.4267883,114.3575974,131.2560577,148.8776855,142.5963898,259.6962585,2,2,2,7,0,2,9,5,9,6,11.77648258,11.80776978,11.80986118,40.89501572,0,11.43575954,51.36106873,28.63032532,50.81013945,33.87342453,50,48,34,32,45,40,28,22,20,36,294.4120483,283.3864746,200.7676392,186.9486542,259.7102661,228.7151947,159.7899933,125.9734344,114.0771179,203.2405548,1,0,6,1,0,0,1,0,0,,5.888241291,0,35.4295845,5.842145443,0,0,5.706785202,0,0,,30,34,25,24,11,28,17,15,9,24,176.6472321,200.7320862,147.6232605,140.2114868,63.48473358,160.1006317,97.01535034,85.89097595,51.33470154,135.4936981,1,2,3,5,2,6,3,3,1,2,5.888241291,11.80776978,17.71479225,29.21072578,11.54267883,34.30727768,17.12035561,17.17819595,5.703855991,11.29114246,56,24,35,47,53,56,90,62,51,71,329.7415161,141.6932373,206.6725769,274.5808411,305.8809814,320.2012634,513.6106567,355.0160217,287.9241235,400.8355408,3,2,2,4,4,2,7,6,8,4,17.66472435,11.80776978,11.80986118,23.36858177,23.08535767,11.43575954,39.94749832,34.35639191,45.63084793,22.58228493,17713,3151549.07714844,7924.29719984002
25,Eglinton East,138,185,178,205,204,185,197,146,161,174,168,801.6640015,775.0925293,894.7276611,880.0690308,786.3640137,828.392395,611.6464233,675.5339355,726.1194458,693.3267212,19,21,22,29,11,27,33,42,44,49,82.33306122,91.44350433,96.01955414,125.1078491,46.75677872,113.5360184,138.2488403,176.2262421,183.6164093,202.2202911,1,3,2,5,1,5,11,2,7,16,4.33331871,13.06335735,8.729050636,21.57032013,4.25061655,21.02518845,46.08295059,8.39172554,28.88861376,66.0311203,41,76,65,56,45,58,23,30,39,53,177.6660767,330.938385,283.6941223,241.5875702,191.2777405,243.8921814,96.35525513,125.875885,162.7509003,218.7280731,0,0,0,1,1,2,2,3,1,1,0,0,0,4.314064026,4.25061655,8.410075188,8.378718376,12.58758831,4.173099995,4.126945019,66,46,43,37,35,29,21,16,25,33,285.999054,200.3048096,187.6745758,159.6203613,148.7715759,121.9460907,87.97653961,67.13380432,104.327507,136.1891785,4,2,3,11,2,6,11,8,6,3,17.33327484,8.70890522,13.09357548,47.45470047,8.501233101,25.23022652,46.08295059,33.56690216,25.03860092,12.38083458,29,48,42,53,67,63,92,50,104,98,125.6662445,209.0137177,183.3100586,228.6453857,284.7912903,264.9173584,385.4210205,209.7931366,429.2022616,404.4405823,8,3,6,1,6,8,8,1,9,8,34.66654968,13.06335735,26.18715096,4.314064026,25.50369835,33.64030075,33.5148735,4.19586277,37.55790329,33.01556015,24231,3223275.52856445,10015.4753541574
26,West Hill,136,348,395,422,401,422,439,336,328,382,443,1262.33313,1429.346802,1520.611084,1429.488037,1482.574463,1525.629883,1164.281494,1139.324097,1319.926758,1514.064087,22,18,15,31,27,46,55,74,60,81,79.80267334,65.13479614,54.05015945,110.5090561,94.85665894,159.8609924,190.5817871,257.0426331,207.3183441,276.8378906,16,16,25,13,7,12,11,18,17,15,58.03830338,57.89759445,90.08359528,46.34250641,24.59246826,41.7028656,38.11635971,62.52388,58.10178065,51.26627731,89,66,72,87,103,77,57,71,45,54,322.8380737,238.8275757,259.4407654,310.1383057,361.8605957,267.5933838,197.5120392,246.6219788,155.4887543,184.5585938,0,2,0,0,1,2,2,0,1,2,0,7.237199306,0,0,3.513209581,6.950478077,6.93024683,0,3.455305576,6.835503578,63,64,77,65,50,72,36,43,63,56,228.5258331,231.5903778,277.457489,231.7125397,175.6604767,250.2172089,124.7444458,149.3626099,217.6842499,191.394104,0,1,6,3,5,9,7,5,7,11,0,3.618599653,21.62006378,10.69442463,17.56604767,31.27715111,24.2558651,17.36774445,24.18713951,37.59526825,59,67,64,110,77,57,128,141,148,146,214.0162506,242.446167,230.6140137,392.1289063,270.5171509,198.088623,443.5357971,489.7703857,505.8272668,498.9917603,7,6,8,10,5,4,9,4,13,20,25.39175797,21.71159744,28.82675171,35.64808273,17.56604767,13.90095615,31.18611145,13.89419556,44.91897202,68.35503387,29259,9625559.96142578,14978.3491442572
